,glass,ingredients,instruction_length,mean_alcohol_percentage,complexity_score,Cocktail,Ordinary Drink,Punch / Party Drink,ingredient_pc1,ingredient_pc2,ingredient_pc3,ingredient_pc4,ingredient_pc5,ingredient_pc6,ingredient_pc7,ingredient_pc8,ingredient_pc9,ingredient_pc10
113,5,5,80,10,4.0,0,1,0,-0.014981801967482505,-0.003118997816926347,-0.02475252711385135,-0.004422130111379904,0.04636805636823442,-0.028392526578615813,-0.09707108673215191,-0.012209438434490872,0.09729408124433639,0.04666891740656353
114,1,5,110,8,4.0,1,0,0,-0.014981801967482476,-0.0038430142334032417,0.11712168262273097,0.0076644490326725715,-0.06402687557392706,0.06513922329835899,0.06213571231160127,-0.06270522045988902,0.118993873577679,-0.060063053703191614
115,1,3,184,13,5.999999999999999,1,0,0,-0.014981801967482476,-0.0038430142334032417,0.14229214477586916,0.01740707789237167,-0.0890782137933565,0.025303249784057655,0.021714378035410122,0.08346504492478922,0.05045402844439571,-0.12315474132218449
116,1,3,113,13,5.999999999999999,0,1,0,-0.014981801967482505,-0.0031189978169263496,0.026482596544346,0.09655133023562201,-0.025322816164672666,-0.05139090123458389,0.0011432226064936096,0.07370046695707334,0.01091828185679729,0.002049685472767161
117,5,6,149,10,8.0,0,1,0,-0.014981801967482469,-0.0037322823108832445,-0.0481423756140735,0.07372275715114655,-0.12766924897675988,-0.015302521982230732,0.039210412817777825,-0.09867136727569807,-0.027433919162722916,0.13218340741461185
118,2,3,96,10,4.0,0,1,0,-0.014981801967482437,-0.003655621749138632,-0.0010694780332226874,0.04187719152317997,-0.07217377315218086,-0.11095400237324267,-0.01786951718955762,0.08722856249544207,-0.04406100079164042,0.02047229825000256
119,4,5,189,10,8.0,0,1,0,-0.014981801967482512,-0.003340461661966338,-0.048068377467746295,-0.007387428548155413,-0.20661092853661253,-0.015381811368359517,-0.13177318461085957,-0.019824412311260694,0.024939331505107715,0.04641726473514733
120,3,4,132,10,5.999999999999999,0,1,0,-0.014981801967482458,-0.003800425032434013,0.24677483034843894,-0.004769669160912721,-0.010630589405877335,-0.07163235293347249,-0.14172494140433003,-0.1895612509181309,-0.20758352473035246,-0.06169576133829629
121,1,5,80,13,5.999999999999999,0,1,0,-0.014981801967482413,-0.004379638165615526,0.01881074887696551,0.012235554431289004,-0.03806846796105862,-0.038314120473266836,0.12197111668507447,-0.03479461482797624,-0.07145555233450251,-0.26080703024447566
122,11,2,155,20,10.0,0,1,0,-0.014981801967482491,-0.003485264945261715,-0.060499623915253514,-0.0025686423430875114,-0.11813545095514606,0.1775681328321346,-0.038174516735166204,0.18359372557118772,0.06620076339905662,-0.12383794043380807
123,1,4,72,10,5.999999999999999,0,1,0,-0.014981801967482439,-0.00425187056270784,0.3726481015114902,0.0004613964857022452,0.01966751467036362,-0.16504341045359763,0.11178810847591887,-0.03710337974475562,0.03159633394830411,0.16697351741238728
124,1,2,68,20,5.999999999999999,0,1,0,-0.014981801967482476,-0.0038430142334032425,-0.012086736639969967,0.00919821787468336,-0.018652030600549582,0.09161319335612235,0.036456913887154614,-0.08353685094881774,0.1633415850187042,0.002115350409782435
125,7,2,107,10,4.0,0,1,0,-0.014981801967482432,-0.004728869613563207,0.09236624158426245,0.01762212472048208,0.03940511483096969,-0.20275423249587984,0.03535835084238427,0.08522705325373459,0.034744329373810404,0.030383211763851302
126,1,2,67,10,5.999999999999999,0,1,0,-0.014981801967482486,-0.003970781836310927,-0.004265071389951598,-0.013836376185356363,0.008385689437108752,-0.08984634407239525,-0.0621292034474239,0.038004398548868876,-0.04482302505200172,-0.010013056851383774
127,4,5,118,10,4.0,0,1,0,-0.014981801967482498,-0.003800425032434013,0.006079546179816353,-0.00288902758036505,-0.0588904499166662,0.002149610477788709,-0.09580378504298345,-0.04117449604236127,-0.011405082729991597,-0.061673621470650995
128,1,4,72,10,5.999999999999999,0,1,0,-0.014981801967482505,-0.0031189978169263487,-0.0735471302383698,0.02270059884881682,0.24915646535490002,0.038328444431452995,-0.2248602542078493,-0.09544277981353046,0.1005745176476164,0.08729980769312022
129,1,3,71,10,5.999999999999999,0,1,0,-0.014981801967482425,-0.004413709526390909,0.017748545066890112,-0.0047521217050936855,-0.03271516076002641,0.5292385930090187,-0.019799548150552654,0.04496933426659621,-0.030541513509748063,-0.07146706447528642
130,1,3,72,10,5.999999999999999,0,1,0,-0.014981801967482486,-0.003970781836310927,-0.12569706219751758,-0.016534622495524825,0.04044275632726658,0.045530472987447584,0.03373812636647742,-0.19778011900044867,-0.16012791447728783,-0.03441194603221287
131,5,3,108,4,4.0,0,1,0,-0.014981801967482503,-0.004498887928329372,-0.003980147824945905,-0.010060130356120515,-0.030938466995500943,0.17241826933363785,0.06747186116732116,0.009325871392644054,-0.020251948674591614,0.2755841707048142
132,1,3,71,13,5.999999999999999,0,1,0,-0.014981801967482469,-0.0037322823108832475,0.08273750852839858,0.005415617178652345,-0.16606454409899216,0.0011447556881212723,0.05106190417688117,-0.028881339438214214,0.02229205732023792,0.05877549902361729
133,1,4,145,10,8.0,0,1,0,-0.014981801967482505,-0.003118997816926349,0.05787486309599952,-0.002035405860179557,0.08679829350449927,0.07561927755545149,-0.020624706283210278,0.11060290731896893,-0.08258433162359113,0.0965588133853788
